tconst,ordering,nconst,category,job,characters
tt0203230,6,nm0208381,producer,producer,
tt0203230,7,nm0366363,producer,producer,
tt0203230,8,nm0577134,producer,producer,
tt0203230,9,nm1104170,producer,producer,
tt0203259,10,nm1813581,actor,,"[""Dominick Carisi Jr."",""Johnny Dubcek""]"
tt0203259,1,nm0002127,actress,,"[""Olivia Benson"",""Detective Olivia Benson""]"
tt0203259,2,nm0005221,actor,,"[""Elliot Stabler"",""Detective Elliot Stabler""]"
tt0203259,3,nm0001384,actor,,"[""Odafin Tutuola"",""Detective Odafin Tutuola""]"
tt0203259,4,nm0282648,actor,,"[""Donald Cragen"",""Captain Donald Cragen""]"
tt0203259,5,nm0937725,writer,creator,
tt0203259,6,nm0001938,actor,,"[""John Munch"",""Detective John Munch""]"
tt0203259,7,nm0000703,actor,,"[""Dr. George Huang"",""Dr. George Huang, M.D.""]"
tt0203259,8,nm0876645,actress,,"[""Dr. Melinda Warner"",""Dr. Melinda Warner, M.E."",""Melinda Warner""]"
tt0203259,9,nm1534207,actress,,"[""Amanda Rollins"",""Kara Bawson""]"
tt0203755,10,nm0134164,editor,,
tt0203755,1,nm0000239,actress,,"[""Jewel""]"
tt0203755,2,nm0000369,actor,,"[""Randy""]"
tt0203755,3,nm0809277,actress,,"[""Bingo Caller""]"
tt0203755,4,nm0000140,actor,,"[""Mr. Burmeister""]"
tt0203755,5,nm0958969,director,,
tt0203755,6,nm0782376,writer,written by,
tt0203755,7,nm0781910,producer,producer,
tt0203755,8,nm0003299,composer,,
tt0203755,9,nm0005776,cinematographer,director of photography,
tt0204313,10,nm0732708,producer,producer,
tt0204313,1,nm0001745,actor,,"[""Father Merrin""]"
tt0204313,2,nm0001713,actress,,"[""Sarah""]"
tt0204313,3,nm0195439,actor,,"[""Father Francis""]"
tt0204313,4,nm1576352,actor,,"[""Joseph""]"
tt0204313,5,nm0001317,director,,
tt0204313,6,nm0087861,writer,movie The Exorcist,
tt0204313,7,nm0936537,writer,story,
tt0204313,8,nm0139627,writer,story,
tt0204313,9,nm1149075,writer,screenplay,
tt0204626,10,nm0507900,producer,producer,
tt0204626,1,nm0000652,actor,,"[""Campbell""]"
tt0204626,2,nm0000206,actor,,"[""Griffin""]"
tt0204626,3,nm0000673,actress,,"[""Polly""]"
tt0204626,4,nm0001368,actor,,"[""Ibby""]"
tt0204626,5,nm0152741,director,,
tt0204626,6,nm0583514,writer,story,
tt0204626,7,nm0254213,writer,story,
tt0204626,8,nm0043769,writer,screenplay,
tt0204626,9,nm0248178,producer,producer,
tt0204946,10,nm0561053,cinematographer,,
tt0204946,1,nm0000379,actress,,"[""Torrance Shipman""]"
tt0204946,2,nm0244630,actress,,"[""Missy Pantone""]"
tt0204946,3,nm0103038,actor,,"[""Cliff Pantone""]"
tt0204946,4,nm0005517,actress,,"[""Isis""]"
tt0204946,5,nm0715636,director,,
tt0204946,6,nm0070566,writer,written by,
tt0204946,7,nm0008953,producer,producer,
tt0204946,8,nm0088536,producer,producer,
tt0204946,9,nm0065100,composer,,
tt0204993,10,nm0050584,actor,,"[""Herbal Thought""]"
tt0204993,1,nm0004695,actress,,"[""Max Guevera"",""X5-452"",""X5-453""]"
tt0204993,2,nm0915762,actor,,"[""Logan Cale""]"
tt0204993,3,nm0348226,actor,,"[""Calvin 'Sketchy' Theodore"",""Calvin Theodore""]"
tt0204993,4,nm0533323,actor,,"[""Reagan 'Normal' Ronald""]"
tt0204993,5,nm0000116,writer,creator,
tt0204993,6,nm0251050,writer,creator,
tt0204993,7,nm0589474,actress,,"[""Cynthia 'Original Cindy' McEachin"",""Cynthia McEachin""]"
tt0204993,8,nm0001698,actor,,"[""Donald Lydecker""]"
tt0204993,9,nm0010075,actor,,"[""Alec"",""X5-494"",""Ben""]"
tt0205000,10,nm0172818,cinematographer,director of photography,
tt0205000,1,nm0001705,actor,,"[""Deuce Bigalow""]"
tt0205000,2,nm0001235,actor,,"[""Detective Chuck Fowler""]"
tt0205000,3,nm0341176,actor,,"[""T.J. Hicks""]"
tt0205000,4,nm0054397,actress,,"[""Kate""]"
tt0205000,5,nm0593610,director,,
tt0205000,6,nm0325214,writer,written by,
tt0205000,7,nm0076444,producer,producer,
tt0205000,8,nm0304398,producer,producer,
tt0205000,9,nm0144841,composer,,
tt0206275,10,nm0006142,composer,,
tt0206275,1,nm0005466,actress,,"[""Sara""]"
tt0206275,2,nm0859503,actor,,"[""Derek""]"
tt0206275,3,nm0913488,actress,,"[""Chenille""]"
tt0206275,4,nm0823507,actor,,"[""Malakai""]"
tt0206275,5,nm0141961,director,,
tt0206275,6,nm0012137,writer,story,
tt0206275,7,nm0249882,writer,screenplay,
tt0206275,8,nm0181202,producer,producer,
tt0206275,9,nm0534574,producer,producer,
tt0206314,10,nm0005749,cinematographer,director of photography,
tt0206314,1,nm0001872,actor,,"[""Fuller""]"
tt0206314,2,nm0908094,actor,,"[""Lewis""]"
tt0206314,3,nm0005447,actress,,"[""Venna""]"
tt0206314,4,nm0101333,actress,,"[""Charlotte""]"
tt0206314,5,nm0001093,director,,
tt0206314,6,nm0850774,writer,written by,
tt0206314,7,nm0009190,writer,written by,
tt0206314,8,nm0601031,producer,producer,
tt0206314,9,nm0001937,composer,,
tt0206512,10,nm0700955,writer,creator,
tt0206512,1,nm0444786,actor,,"[""SpongeBob SquarePants"",""Gary"",""SpongeBob""]"
tt0206512,2,nm0265067,actor,,"[""Patrick Star"",""Patrick"",""Fish #3""]"
tt0206512,3,nm0120309,actor,,"[""Squidward"",""Squidward Tentacles"",""Doctor""]"
tt0206512,4,nm0000317,actor,,"[""Mr. Krabs"",""Customer #1"",""Customer #2""]"
tt0206512,5,nm0384864,writer,creator,
tt0206512,6,nm0384722,writer,creator,
tt0206512,7,nm0421223,writer,creator,
tt0206512,8,nm0238757,writer,creator,
tt0206512,9,nm1196684,writer,creator,
tt0206634,10,nm0416807,writer,"novel ""The Children of Men""",
tt0206634,1,nm0000194,actress,,"[""Julian""]"
tt0206634,2,nm0654110,actor,,"[""Theo Faron""]"
tt0206634,3,nm0252230,actor,,"[""Luke""]"
tt0206634,4,nm0000323,actor,,"[""Jasper""]"
tt0206634,5,nm0190859,director,,
tt0206634,6,nm0786694,writer,screenplay,
tt0206634,7,nm0033153,writer,screenplay,
tt0206634,8,nm1318843,writer,screenplay,
tt0206634,9,nm1319757,writer,screenplay,
tt0207201,10,nm0202704,producer,producer,
tt0207201,1,nm0000154,actor,,"[""Nick Marshall""]"
tt0207201,2,nm0000166,actress,,"[""Darcy Maguire""]"
tt0207201,3,nm0000673,actress,,"[""Lola""]"
tt0207201,4,nm0000257,actor,,"[""Dan Wanamaker""]"
tt0207201,5,nm0583600,director,,
tt0207201,6,nm0326092,writer,story,
tt0207201,7,nm0951135,writer,story,
tt0207201,8,nm0236884,writer,story,
tt0207201,9,nm0142134,producer,producer,
tt0208003,10,nm0006099,composer,,
tt0208003,1,nm0001454,actor,,"[""Malcolm Turner""]"
tt0208003,2,nm0000505,actress,,"[""Sherry Pierce""]"
tt0208003,3,nm0316079,actor,,"[""John""]"
tt0208003,4,nm0913465,actor,,"[""Trent Pierce""]"
tt0208003,5,nm0331532,director,,
tt0208003,6,nm0702912,writer,story,
tt0208003,7,nm0722610,writer,screenplay,
tt0208003,8,nm0295560,producer,producer,
tt0208003,9,nm0338171,producer,producer,
tt0208092,10,nm0524829,production_designer,,
tt0208092,1,nm0005458,actor,,"[""Turkish""]"
tt0208092,2,nm0000093,actor,,"[""Mickey O'Neil""]"
tt0208092,3,nm0001125,actor,,"[""Franky Four Fingers""]"
tt0208092,4,nm0001199,actor,,"[""Cousin Avi""]"
tt0208092,5,nm0005363,director,,
tt0208092,6,nm0891216,producer,producer,
tt0208092,7,nm0614373,composer,,
tt0208092,8,nm0362165,cinematographer,director of photography,
tt0208092,9,nm1154184,editor,,
tt0208988,10,nm0759627,producer,producer,
tt0208988,1,nm0000230,actor,,"[""Jack Carter""]"
tt0208988,2,nm0000337,actress,,"[""Doreen""]"
tt0208988,3,nm0001669,actress,,"[""Gloria""]"
tt0208988,4,nm0593961,actress,,"[""Geraldine""]"
tt0208988,5,nm0443181,director,,
tt0208988,6,nm0507794,writer,"novel ""Jack's Return Home""",
tt0208988,7,nm0571346,writer,screenplay,
tt0208988,8,nm0004799,producer,producer,
tt0208988,9,nm0134635,producer,producer,
tt0209077,10,nm0353137,editor,,
tt0209077,1,nm1076235,actor,,"[""Ken Park""]"
tt0209077,2,nm0120023,actor,,"[""Shawn""]"
tt0209077,3,nm1232566,actor,,"[""Shawn's Brother""]"
tt0209077,4,nm0199920,actress,,"[""Shawn's Mother""]"
tt0209077,5,nm0164187,director,,
tt0209077,6,nm0005767,director,,
tt0209077,7,nm0005101,writer,screenplay,
tt0209077,8,nm0440413,producer,producer,
tt0209077,9,nm0682177,producer,producer,
tt0209144,10,nm0002892,cinematographer,director of photography,
tt0209144,1,nm0001602,actor,,"[""Leonard""]"
tt0209144,2,nm0005251,actress,,"[""Natalie""]"
tt0209144,3,nm0001592,actor,,"[""Teddy""]"
tt0209144,4,nm0095478,actor,,"[""Burt""]"
tt0209144,5,nm0634240,director,,
tt0209144,6,nm0634300,writer,"short story ""Memento Mori""",
tt0209144,7,nm0865189,producer,producer,
tt0209144,8,nm0865297,producer,producer,
tt0209144,9,nm0432382,composer,,
tt0209163,10,nm0003032,editor,,
tt0209163,1,nm0000409,actor,,"[""Rick O'Connell""]"
tt0209163,2,nm0001838,actress,,"[""Evelyn Carnahan"",""Nefertiri""]"
tt0209163,3,nm0001314,actor,,"[""Jonathan""]"
tt0209163,4,nm0903677,actor,,"[""Imhotep""]"
tt0209163,5,nm0814085,director,,
tt0209163,6,nm0199733,producer,producer,
tt0209163,7,nm0413208,producer,producer,
tt0209163,8,nm0006293,composer,,
tt0209163,9,nm0000939,cinematographer,,
tt0209475,10,nm0316774,producer,producer,
tt0209475,1,nm0000182,actress,,"[""Mary Fiore""]"
tt0209475,2,nm0000190,actor,,"[""Steve Edison""]"
tt0209475,3,nm0933098,actress,,"[""Fran Donolly""]"
tt0209475,4,nm0150362,actor,,"[""Massimo""]"
tt0209475,5,nm0788202,director,,
tt0209475,6,nm0266184,writer,written by,
tt0209475,7,nm0963400,writer,written by,
tt0209475,8,nm0009222,producer,producer,
tt0209475,9,nm0215769,producer,producer,
tt0209958,10,nm0490817,cinematographer,director of photography,
tt0209958,1,nm0000182,actress,,"[""Catherine Deane""]"
tt0209958,2,nm0000681,actor,,"[""Peter Novak""]"
tt0209958,3,nm0000352,actor,,"[""Carl Stargher""]"
tt0209958,4,nm0416381,actor,,"[""Edward Baines""]"
tt0209958,5,nm0802248,director,,
tt0209958,6,nm0698873,writer,written by,
tt0209958,7,nm0138918,producer,producer,
tt0209958,8,nm0572805,producer,producer,
tt0209958,9,nm0006290,composer,,
tt0210070,10,nm0079001,cinematographer,director of photography,
tt0210070,1,nm0673932,actress,,"[""Brigitte""]"
tt0210070,2,nm0410622,actress,,"[""Ginger""]"
tt0210070,3,nm0501210,actor,,"[""Sam""]"
tt0210070,4,nm0000211,actress,,"[""Pamela""]"
tt0210070,5,nm0269502,director,,
tt0210070,6,nm0910550,writer,story,
tt0210070,7,nm0355775,producer,producer,
tt0210070,8,nm0387541,producer,producer,
tt0210070,9,nm0793232,composer,,
tt0210945,10,nm0003542,cinematographer,director of photography,
tt0210945,1,nm0000243,actor,,"[""Coach Herman Boone""]"
tt0210945,2,nm0001599,actor,,"[""Coach Bill Yoast""]"
tt0210945,3,nm0365445,actor,,"[""Julius Campbell""]"
tt0210945,4,nm0403652,actor,,"[""Gerry Bertier""]"
tt0210945,5,nm0945026,director,,
tt0210945,6,nm0397322,writer,written by,
tt0210945,7,nm0000988,producer,producer,
tt0210945,8,nm0648288,producer,producer,
tt0210945,9,nm0704909,composer,,
tt0211181,10,nm0925276,writer,screenplay,
tt0211181,1,nm0000335,actress,,"[""Cruella de Vil""]"
tt0211181,2,nm0000367,actor,,"[""Jean-Pierre Le Pelt""]"
tt0211181,3,nm0344435,actor,,"[""Kevin Sheperd""]"
tt0211181,4,nm0262521,actress,,"[""Chloe Simon""]"
tt0211181,5,nm0510674,director,,
tt0211181,6,nm0807977,writer,"novel ""The One Hundred and One Dalmatians""",
tt0211181,7,nm0118649,writer,story,
tt0211181,8,nm0716391,writer,story,
tt0211181,9,nm0879318,writer,screenplay,
tt0211443,10,nm0880979,cinematographer,director of photography,
tt0211443,1,nm0387987,actor,,"[""Jason Voorhees"",""Uber Jason""]"
tt0211443,2,nm0230693,actress,,"[""Rowan""]"
tt0211443,3,nm0311473,actor,,"[""Johnson (Soldier #1)""]"
tt0211443,4,nm0000343,actor,,"[""Dr. Wimmer""]"
tt0211443,5,nm0410494,director,,
tt0211443,6,nm0566699,writer,characters,
tt0211443,7,nm0267805,writer,written by,
tt0211443,8,nm0192409,producer,producer,
tt0211443,9,nm0006185,composer,,
tt0211915,10,nm0773685,editor,,
tt0211915,1,nm0851582,actress,,"[""Amélie Poulain""]"
tt0211915,2,nm0440913,actor,,"[""Nino Quincampoix""]"
tt0211915,3,nm0749363,actor,,"[""Raphaël Poulain""]"
tt0211915,4,nm0186677,actress,,"[""Amandine Poulain""]"
tt0211915,5,nm0000466,director,,
tt0211915,6,nm0491011,writer,scenario,
tt0211915,7,nm0652226,producer,producer,
tt0211915,8,nm0862961,composer,,
tt0211915,9,nm0216632,cinematographer,,
tt0211933,10,nm0006251,composer,,
tt0211933,1,nm0159789,actor,,"[""Clay Beresford""]"
tt0211933,2,nm0004695,actress,,"[""Sam Lockwood""]"
tt0211933,3,nm0005024,actor,,"[""Dr. Jack Harper""]"
tt0211933,4,nm0000565,actress,,"[""Lilith Beresford""]"
tt0211933,5,nm1703612,director,,
tt0211933,6,nm0459852,producer,producer,
tt0211933,7,nm0006597,producer,producer,
tt0211933,8,nm0001770,producer,producer,
tt0211933,9,nm0895903,producer,producer,
tt0212338,10,nm0742772,producer,producer,
tt0212338,1,nm0001774,actor,,"[""Greg Focker""]"
tt0212338,2,nm0000134,actor,,"[""Jack Byrnes""]"
tt0212338,3,nm0001632,actress,,"[""Pam Byrnes""]"
tt0212338,4,nm0001100,actress,,"[""Dina Byrnes""]"
tt0212338,5,nm0005366,director,,
tt0212338,6,nm0322839,writer,,
tt0212338,7,nm0164898,writer,,
tt0212338,8,nm0381272,writer,screenplay,
tt0212338,9,nm0357453,writer,screenplay,
tt0212346,10,nm0004088,cinematographer,director of photography,
tt0212346,1,nm0000113,actress,,"[""Gracie Hart""]"
tt0212346,2,nm0000323,actor,,"[""Victor Melling""]"
tt0212346,3,nm0000973,actor,,"[""Eric Matthews""]"
tt0212346,4,nm0000298,actress,,"[""Kathy Morningside""]"
tt0212346,5,nm0677953,director,,
tt0212346,6,nm0492909,writer,written by,
tt0212346,7,nm0974301,writer,written by,
tt0212346,8,nm0524095,writer,written by,
tt0212346,9,nm0790481,composer,,
tt0212671,10,nm0557733,actor,,"[""Francis""]"
tt0212671,1,nm0005260,actor,,"[""Malcolm"",""Malcolm Wilkerson""]"
tt0212671,2,nm0186505,actor,,"[""Hal""]"
tt0212671,3,nm0073678,actor,,"[""Reese""]"
tt0212671,4,nm0838059,actor,,"[""Dewey""]"
tt0212671,5,nm0095450,writer,creator,
tt0212671,6,nm0323068,writer,creator,
tt0212671,7,nm0614269,writer,creator,
tt0212671,8,nm1545970,writer,creator,
tt0212671,9,nm0434223,actress,,"[""Lois""]"
tt0212712,1,nm0504897,actor,,"[""Chow Mo-wan""]"
tt0212712,2,nm0955471,actress,,"[""Bai Ling""]"
tt0212712,3,nm0910947,actress,,"[""Wang Jing-wen"",""Android""]"
tt0212712,4,nm0000084,actress,,"[""Su Li-zhen""]"
tt0212712,5,nm0939182,director,,
tt0212712,6,nm0880839,composer,,
tt0212712,7,nm0236313,cinematographer,,
tt0212712,8,nm0477095,cinematographer,,
tt0212712,9,nm0151858,editor,,
tt0212720,10,nm0002354,composer,,
tt0212720,1,nm0005286,actor,,"[""David""]"
tt0212720,2,nm0000179,actor,,"[""Gigolo Joe""]"
tt0212720,3,nm0640323,actress,,"[""Monica Swinton""]"
tt0212720,4,nm0730168,actor,,"[""Henry Swinton""]"
tt0212720,5,nm0000229,director,,
tt0212720,6,nm0000735,writer,"short story ""Supertoys Last All Summer Long""",
tt0212720,7,nm0914668,writer,screen story,
tt0212720,8,nm0193268,producer,producer,
tt0212720,9,nm0005086,producer,producer,
tt0212985,10,nm0776646,producer,producer,
tt0212985,1,nm0000164,actor,,"[""Hannibal Lecter""]"
tt0212985,2,nm0000194,actress,,"[""Clarice Starling""]"
tt0212985,3,nm0000198,actor,,"[""Mason Verger""]"
tt0212985,4,nm0000501,actor,,"[""Paul Krendler""]"
tt0212985,5,nm0000631,director,,
tt0212985,6,nm0365383,writer,"novel ""Hannibal""",
tt0212985,7,nm0000519,writer,screenplay,
tt0212985,8,nm0001873,writer,screenplay,
tt0212985,9,nm0209569,producer,producer,
tt0213149,10,nm0059242,editor,,
tt0213149,1,nm0000255,actor,,"[""Rafe McCawley""]"
tt0213149,2,nm0000295,actress,,"[""Evelyn Johnson""]"
tt0213149,3,nm0001326,actor,,"[""Danny Walker""]"
tt0213149,4,nm0005406,actor,,"[""Billy""]"
tt0213149,5,nm0000881,director,,
tt0213149,6,nm0908824,writer,written by,
tt0213149,7,nm0000988,producer,producer,
tt0213149,8,nm0001877,composer,,
tt0213149,9,nm0006701,cinematographer,director of photography,
tt0213338,10,nm0153100,actress,,"[""Edward Wong Hau Pepelu Tivruski IV""]"
tt0213338,1,nm0945290,actor,,"[""Spike Spiegel""]"
tt0213338,2,nm0411167,actor,,"[""Jet Black""]"
tt0213338,3,nm0370677,actress,,"[""Faye Valentine""]"
tt0213338,4,nm0089710,actor,,"[""Spike Spiegel""]"
tt0213338,5,nm0946695,writer,creator,
tt0213338,6,nm0082507,actor,,"[""Jet Black""]"
tt0213338,7,nm0138233,actor,,"[""Additional Voices"",""Antonio"",""Tongpu""]"
tt0213338,8,nm0283253,actress,,"[""Faye Valentine""]"
tt0213338,9,nm0157120,actor,,"[""Man 2"",""Police"",""Associate""]"
tt0213847,10,nm0005759,cinematographer,,
tt0213847,1,nm0000899,actress,,"[""Malèna Scordia""]"
tt0213847,2,nm0837868,actor,,"[""Renato Amoroso""]"
tt0213847,3,nm0270119,actor,,"[""Renato's Father""]"
tt0213847,4,nm0681218,actress,,"[""Renato's Mother""]"
tt0213847,5,nm0868153,director,,
tt0213847,6,nm0898812,writer,original story,
tt0213847,7,nm0076555,producer,producer,
tt0213847,8,nm0005544,producer,producer,
tt0213847,9,nm0001553,composer,,
tt0213890,10,nm0439829,editor,,
tt0213890,1,nm0000821,actor,,"[""Narayan Shankar""]"
tt0213890,2,nm0451321,actor,,"[""Raj Aryan Malhotra""]"
tt0213890,3,nm0159167,actor,,"[""Vicky""]"
tt0213890,4,nm0361407,actor,,"[""Sameer""]"
tt0213890,5,nm0159147,director,,
tt0213890,6,nm0007181,producer,producer,
tt0213890,7,nm1269729,composer,,
tt0213890,8,nm1269730,composer,,
tt0213890,9,nm0802168,cinematographer,,
tt0214341,10,nm0901624,actress,,"[""Bulma"",""Actress"",""Capsule Corp Computer""]"
tt0214341,1,nm0364629,actor,,"[""Narrator""]"
tt0214341,2,nm0754526,actor,,"[""Piccolo"",""Vegeta"",""Yamcha""]"
tt0214341,3,nm0573926,actor,,"[""Piccolo"",""Majin Buu"",""Android 16""]"
tt0214341,4,nm0770832,actor,,"[""Goku"",""King Kai"",""Nail""]"
tt0214341,5,nm0458342,actor,,"[""Krillin"",""Master Roshi"",""Babidi""]"
tt0214341,6,nm0238546,actor,,"[""Vegeta"",""Yajirobe"",""Baba""]"
tt0214341,7,nm0833185,actor,,"[""Krillin"",""Additional Voices"",""Bardock""]"
tt0214341,8,nm0618955,actress,,"[""Gohan"",""Baby Trunks"",""Young Goku""]"
tt0214341,9,nm0113427,actor,,"[""Hercule"",""King Kai"",""Kibito""]"
tt0215129,10,nm0410419,cinematographer,,
tt0215129,1,nm0005227,actor,,"[""Josh""]"
tt0215129,2,nm0005405,actor,,"[""E. L.""]"
tt0215129,3,nm0005442,actress,,"[""Beth""]"
tt0215129,4,nm0182455,actor,,"[""Rubin""]"
tt0215129,5,nm0680846,director,,
tt0215129,6,nm0035905,writer,written by,
tt0215129,7,nm0325175,producer,producer,
tt0215129,8,nm0575817,producer,producer,
tt0215129,9,nm0801117,composer,,
tt0215750,10,nm0092384,editor,,
tt0215750,1,nm0000179,actor,,"[""Vassili""]"
tt0215750,2,nm0000438,actor,,"[""Major König""]"
tt0215750,3,nm0001212,actor,,"[""Commisar Danilov""]"
tt0215750,4,nm0001838,actress,,"[""Tania Chernova""]"
tt0215750,5,nm0000269,director,,
tt0215750,6,nm0323708,writer,written by,
tt0215750,7,nm0774528,producer,producer,
tt0215750,8,nm0000035,composer,,
tt0215750,9,nm0005709,cinematographer,,
tt0216216,10,nm0704909,composer,,
tt0216216,1,nm0000216,actor,,"[""Adam Gibson""]"
tt0216216,2,nm0001650,actor,,"[""Hank Morgan""]"
tt0216216,3,nm0001282,actor,,"[""Michael Drucker""]"
tt0216216,4,nm0740264,actor,,"[""Robert Marshall""]"
tt0216216,5,nm0006854,director,,
tt0216216,6,nm0926727,writer,written by,
tt0216216,7,nm0926729,writer,written by,
tt0216216,8,nm0205727,producer,producer,
tt0216216,9,nm0005219,producer,producer,
tt0216651,10,nm0555470,producer,producer,
tt0216651,1,nm0057314,actor,,"[""D""]"
tt0216651,2,nm0497570,actor,,"[""Meier Link""]"
tt0216651,3,nm0781899,actress,,"[""Leila""]"
tt0216651,4,nm0283253,actress,,"[""Charlotte""]"
tt0216651,5,nm0159109,director,,
tt0216651,6,nm0452837,writer,"novel ""Banpaia Hanta 3: D - Yosatsuko""",
tt0216651,7,nm2196955,writer,adaptation: English version,
tt0216651,8,nm0282027,writer,adaptation: English version,
tt0216651,9,nm0410237,writer,screenplay,
tt0217505,10,nm0005544,producer,producer,
tt0217505,1,nm0000138,actor,,"[""Amsterdam Vallon""]"
tt0217505,2,nm0000139,actress,,"[""Jenny Everdeane""]"
tt0217505,3,nm0000358,actor,,"[""Bill 'The Butcher' Cutting""]"
tt0217505,4,nm0000980,actor,,"[""Boss Tweed""]"
tt0217505,5,nm0000217,director,,
tt0217505,6,nm0168379,writer,story,
tt0217505,7,nm0001873,writer,screenplay,
tt0217505,8,nm0518836,writer,screenplay,
tt0217505,9,nm0342090,producer,producer,
tt0217630,10,nm0430193,production_designer,,
tt0217630,1,nm0004755,actor,,"[""Paul Tannek""]"
tt0217630,2,nm0002546,actress,,"[""Dora Diamond""]"
tt0217630,3,nm0651008,actor,,"[""Adam""]"
tt0217630,4,nm0755603,actor,,"[""Chris""]"
tt0217630,5,nm0002132,director,,
tt0217630,6,nm0135245,producer,producer,
tt0217630,7,nm0457598,composer,,
tt0217630,8,nm0353963,cinematographer,,
tt0217630,9,nm0157096,editor,,
tt0217869,10,nm0862664,editor,,
