tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,genre1,genre2,genre3,url,averageRating,numVotes,metascore,country,primary_language,color,budget,opening_weekend_usa,gross_usa,cumulative_worldwide,tagline,summary,image_url
tt0086250,movie,Scarface,Scarface,0,1983,,170.0,"Crime,Drama",Crime,Drama,,https://www.imdb.com/title/tt0086250,8.3,736498,65,USA,English,Color,"$25,000,000","$4,597,536,","$45,408,703","$65,884,703",He loved the American Dream. With a Vengeance.,"In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.","https://m.media-amazon.com/images/M/MV5BNjdjNGQ4NDEtNTEwYS00MTgxLTliYzQtYzE2ZDRiZjFhZmNlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0086320,movie,Sleepaway Camp,Sleepaway Camp,0,1983,,84.0,Horror,Horror,,,https://www.imdb.com/title/tt0086320,6.3,26793,58,USA,English,Color,"$350,000",,,,"""Carrie"" meets ""Friday the 13th.""","Angela Baker, a shy, traumatized young girl, is sent to summer camp with her cousin. Shortly after her arrival, anyone with sinister or less than honorable intentions gets their comeuppance.","https://m.media-amazon.com/images/M/MV5BMGNkOWQzMzctZDE2OS00MGIyLTk2ODUtNzQyY2MzODViYjE4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0086383,movie,Sudden Impact,Sudden Impact,0,1983,,117.0,"Action,Crime,Thriller",Action,Crime,Thriller,https://www.imdb.com/title/tt0086383,6.7,40605,52,USA,English,Color,"$22,000,000","$9,688,561,","$67,642,693","$67,642,693",Two killers are at large. One of them is Dirty Harry. [Video],"A rape victim is exacting revenge on her aggressors in a small town outside San Francisco. ""Dirty"" Harry Callahan, on suspension for angering his superiors (again), is assigned to the case.","https://m.media-amazon.com/images/M/MV5BYTA2NzY5ZTgtNTY3Ni00YTc3LWFhN2ItY2Q4NzljYTRkZTIwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0086393,movie,Superman III,Superman III,0,1983,,125.0,"Action,Adventure,Comedy",Action,Adventure,Comedy,https://www.imdb.com/title/tt0086393,5.0,64001,44,UK,English,Color,"$39,000,000","$13,352,357,","$59,950,623","$59,950,623",If the world's most powerful computer can control even Superman...no one on earth is safe.,Synthetic kryptonite laced with tar splits Superman in two: good Clark Kent and bad Man of Steel.,"https://m.media-amazon.com/images/M/MV5BMzI3ZDllMTctNmI2Mi00OGQ4LTk2ZTQtYTJhMjA5ZGI2YmRkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0086425,movie,Terms of Endearment,Terms of Endearment,0,1983,,132.0,"Comedy,Drama",Comedy,Drama,,https://www.imdb.com/title/tt0086425,7.4,54883,79,USA,English,Color,"$8,000,000","$3,498,813,","$108,423,489","$108,423,489","Come to Laugh, Come to Cry, Come to Care, Come to Terms.","Follows hard-to-please Aurora looking for love, and her daughter's family problems.","https://m.media-amazon.com/images/M/MV5BMTk0ODM4NDk0MF5BMl5BanBnXkFtZTgwMTEzMDUxMDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0086465,movie,Trading Places,Trading Places,0,1983,,116.0,Comedy,Comedy,,,https://www.imdb.com/title/tt0086465,7.5,135717,69,USA,English,Color,"$15,000,000","$7,348,200,","$90,404,800","$90,404,800",They're not just getting rich... They're getting even.,A snobbish investor and a wily street con artist find their positions reversed as part of a bet by two callous millionaires.,"https://m.media-amazon.com/images/M/MV5BYTEzMjBiMzktMjQyMS00YzBhLTgzNWQtNzA0NmEwMTNmMDQ2XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0086491,movie,Twilight Zone: The Movie,Twilight Zone: The Movie,0,1983,,101.0,"Horror,Sci-Fi",Horror,Sci-Fi,,https://www.imdb.com/title/tt0086491,6.5,32998,44,USA,English,Color,"$10,000,000","$6,614,366,","$29,450,919","$29,450,919","On June 24th, four acclaimed directors, George Miller, John Landis, Joe Dante and Steven Spielberg take you to another dimension.","Four horror and science fiction segments, directed by four famous directors, each of them being a new version of a classic story from Rod Serling's landmark television series.","https://m.media-amazon.com/images/M/MV5BYjQ2NzgzYjEtMzAxNy00MzhkLWE5ZTUtZDA1ODY3MTBjOTRiXkEyXkFqcGdeQXVyNTAyNDQ2NjI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0086541,movie,Videodrome,Videodrome,0,1983,,87.0,"Horror,Sci-Fi,Thriller",Horror,Sci-Fi,Thriller,https://www.imdb.com/title/tt0086541,7.2,83514,60,Canada,English,Color,"$5,952,000","$1,194,175,","$2,120,439","$2,120,439",First it controls your mind...then it destroys your body,A programmer at a TV station that specializes in adult entertainment searches for the producers of a dangerous and bizarre broadcast.,"https://m.media-amazon.com/images/M/MV5BNzdlNDk0YTMtNWJjOS00NzhlLThiOTAtZDUyOWNkNDQ2NmU3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0086567,movie,WarGames,WarGames,0,1983,,114.0,"Action,Adventure,Drama",Action,Adventure,Drama,https://www.imdb.com/title/tt0086567,7.1,90560,77,USA,English,Color,"$12,000,000","$6,227,804,","$79,567,667","$79,567,667","""Global Thermonuclear War."" You may think it's one hell of a game. You couldn't be more right.","A young man finds a back door into a military central computer in which reality is confused with game-playing, possibly starting World War III.","https://m.media-amazon.com/images/M/MV5BMTMyMTE3OTk3NF5BMl5BanBnXkFtZTcwOTkwNDc3NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0086637,movie,Zelig,Zelig,0,1983,,79.0,Comedy,Comedy,,,https://www.imdb.com/title/tt0086637,7.7,39751,,USA,English,Black and White,,"$60,119,","$11,798,616","$11,798,616",,"""Documentary"" about a man who can look and act like whoever he's around, and meets various famous people.","https://m.media-amazon.com/images/M/MV5BMGUwMjM0MTEtOGY2NS00MjJmLWEyMDAtYmNkMWJjOWJlNGM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0086687,tvSeries,The Cosby Show,The Cosby Show,0,1984,1992.0,30.0,"Comedy,Family,Romance",Comedy,Family,Romance,https://www.imdb.com/title/tt0086687,7.3,31193,,,,,,,,,In a house filled with love . . . there's always room for more.,The goings-on in the life of a successful African-American family.,"https://m.media-amazon.com/images/M/MV5BMzA3NDIwMjU3Nl5BMl5BanBnXkFtZTcwMTcxODgyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0086837,movie,2010,2010: The Year We Make Contact,0,1984,,116.0,"Adventure,Mystery,Sci-Fi",Adventure,Mystery,Sci-Fi,https://www.imdb.com/title/tt0086837,6.8,49501,53,USA,English,Color,"$28,000,000","$7,393,361,","$40,400,657","$40,400,657",In the very near future a small group of Americans and Russians set out on the greatest adventure of them all... To see if there is life beyond the stars,"A joint U.S.-Soviet expedition is sent to Jupiter to learn what happened to the Discovery, and H.A.L.","https://m.media-amazon.com/images/M/MV5BOTU1NDQwZjQtODc2YS00MTE4LWE5YTctMmYwYmNiYTU2MzRmXkEyXkFqcGdeQXVyODU2MDg1NzU@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0086879,movie,Amadeus,Amadeus,0,1984,,160.0,"Biography,Drama,History",Biography,Drama,History,https://www.imdb.com/title/tt0086879,8.3,367274,88,USA,English,Color,"$18,000,000","$505,276,","$51,973,029","$52,066,791",Everything you've heard is true.,"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was insanely jealous of Mozart's talent and claimed to have murdered him.","https://m.media-amazon.com/images/M/MV5BNWJlNzUzNGMtYTAwMS00ZjI2LWFmNWQtODcxNWUxODA5YmU1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0086927,movie,Bachelor Party,Bachelor Party,0,1984,,105.0,Comedy,Comedy,,,https://www.imdb.com/title/tt0086927,6.3,35408,56,USA,English,Color,"$5,000,000","$4,573,530,","$38,435,947","$38,435,947","Shocking, Shameless, Sinful, Wicked. And the party hasn't even started.",A soon-to-be-married man's friends throw him the ultimate bachelor party.,"https://m.media-amazon.com/images/M/MV5BYjgxOWYxMGQtMTc4MC00MzdmLWI0NTgtYzc1NzFiMGU4MWRjXkEyXkFqcGdeQXVyMzYxMzc3OTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0086960,movie,Beverly Hills Cop,Beverly Hills Cop,0,1984,,105.0,"Action,Comedy,Crime",Action,Comedy,Crime,https://www.imdb.com/title/tt0086960,7.3,162818,66,USA,English,Color,"$14,000,000","$15,214,805,","$234,760,478","$316,360,478",The Heat Is On!,A freewheeling Detroit cop pursuing a murder investigation finds himself dealing with the very different culture of Beverly Hills.,"https://m.media-amazon.com/images/M/MV5BN2MyZDE0YjAtNWFjYy00MWRlLTk3MTktMzY3ZDVhNTJkZTlmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY268_CR2,0,182,268_AL_.jpg"
tt0086979,movie,Blood Simple,Blood Simple,0,1984,,99.0,"Crime,Drama,Thriller",Crime,Drama,Thriller,https://www.imdb.com/title/tt0086979,7.6,87164,82,USA,English,Color,"$1,500,000","$42,971,","$3,851,855","$4,227,849",Breaking up is hard,"The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered.","https://m.media-amazon.com/images/M/MV5BZmI5YzM1MjItMzFmNy00NGFkLThlMDUtZjZmYTZkM2QxMjU3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0086984,movie,Body Double,Body Double,0,1984,,114.0,"Crime,Drama,Mystery",Crime,Drama,Mystery,https://www.imdb.com/title/tt0086984,6.8,28793,69,USA,English,Color,"$10,000,000","$2,837,978,","$8,801,940","$8,801,940",You can't believe everything you see.,A young actor's obsession with spying on a beautiful woman who lives nearby leads to a baffling series of events with drastic consequences.,"https://m.media-amazon.com/images/M/MV5BYzA4MDViNmQtZTk5Yi00ODk2LTliZWEtMTAzYjAzYzQ4YjZlXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0087050,movie,Children of the Corn,Children of the Corn,0,1984,,92.0,"Horror,Thriller",Horror,Thriller,,https://www.imdb.com/title/tt0087050,5.7,47447,45,USA,English,Color,"$800,000","$2,042,821,","$14,568,989","$14,568,989",An adult nightmare.,A young couple is trapped in a remote town where a dangerous religious cult of children believes that everyone over age 18 must be killed.,"https://m.media-amazon.com/images/M/MV5BMDg3OTc2OTQtZDA0My00YTJiLTg3ZTYtOGYwZWM1NWVhZDdiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0087078,movie,Conan the Destroyer,Conan the Destroyer,0,1984,,103.0,"Action,Adventure,Fantasy",Action,Adventure,Fantasy,https://www.imdb.com/title/tt0087078,5.9,75849,53,USA,English,Color,"$18,000,000","$6,958,872,","$31,042,035","$31,042,035",The most powerful legend of all is back in a new adventure.,Conan leads a ragtag group of adventurers on a quest for a princess.,"https://m.media-amazon.com/images/M/MV5BNDExOWE2N2YtN2QyMi00ZWI2LWE4MDAtZWJiNjg4MTI3NzI0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0087182,movie,Dune,Dune,0,1984,,137.0,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,https://www.imdb.com/title/tt0087182,6.5,126768,39,USA,English,Color,"$40,000,000","$6,025,091,","$30,925,690","$30,925,690","It is a world where sandworms 1,000 feet long guard creation's greatest treasure - the spice that prolongs life. And enables the mind to fold space and slow time. Where a prophecy will be fulfilled. And a young leader with incredible powers will emerge to command an army of five million warriors in the final battle for control of a universe and its source of ultimate power. The planet called Dune.",A Duke's son leads desert warriors against the galactic emperor and his father's evil nemesis when they assassinate his father and free their desert world from the emperor's rule.,"https://m.media-amazon.com/images/M/MV5BYTAzYzNlMDMtMGRjYS00M2UxLTk0MmEtYmE4YWZiYmEwOTIwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0087262,movie,Firestarter,Firestarter,0,1984,,114.0,"Action,Horror,Sci-Fi",Action,Horror,Sci-Fi,https://www.imdb.com/title/tt0087262,6.1,29226,50,USA,English,Color,"$15,000,000","$4,726,660,","$17,080,167","$17,080,167",She has the power . . . an evil destructive force.,A couple who participated in a potent medical experiment gain telepathic ability and then have a child who is pyrokinetic.,"https://m.media-amazon.com/images/M/MV5BNzFiZTQ4ZjQtNjgyZi00Yjc0LWI2Y2YtNjk0YzM3NWEwYjYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0087277,movie,Footloose,Footloose,0,1984,,107.0,"Drama,Music,Romance",Drama,Music,Romance,https://www.imdb.com/title/tt0087277,6.6,69983,42,USA,English,Color,"$8,200,000","$8,556,935,","$80,035,402","$80,039,064",He's a big-city kid in a small town. They said he'd never win. He knew he had to.,"A city teenager moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace.","https://m.media-amazon.com/images/M/MV5BYTE2NjQ1MjQtOTdmNi00NjJmLWJlYTItNmFhYzBmMWM4NTQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0087298,movie,Friday the 13th: The Final Chapter,Friday the 13th: The Final Chapter,0,1984,,91.0,"Horror,Thriller",Horror,Thriller,,https://www.imdb.com/title/tt0087298,6.0,45207,33,USA,English,Color,"$2,600,000","$11,183,148,","$32,980,880","$32,980,880",This is the one you'll be dying for...,"After being mortally wounded and taken to the morgue, murderer Jason Voorhees spontaneously revives and embarks on a killing spree as he makes his way back to his home at Camp Crystal Lake.","https://m.media-amazon.com/images/M/MV5BYWE5YzI0YWItMzkyMi00ODgzLThjNTAtYzVlMmZjZDA2ZWFjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0087332,movie,Ghostbusters,Ghostbusters,0,1984,,105.0,"Action,Comedy,Fantasy",Action,Comedy,Fantasy,https://www.imdb.com/title/tt0087332,7.8,353944,71,USA,English,Color,"$30,000,000","$13,578,151,","$243,187,079","$295,212,467",They're here to save the world.,Three former parapsychology professors set up shop as a unique ghost removal service.,"https://m.media-amazon.com/images/M/MV5BMTkxMjYyNzgwMl5BMl5BanBnXkFtZTgwMTE3MjYyMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0087363,movie,Gremlins,Gremlins,0,1984,,106.0,"Comedy,Fantasy,Horror",Comedy,Fantasy,Horror,https://www.imdb.com/title/tt0087363,7.3,198853,70,USA,English,Color,"$11,000,000","$12,511,634,","$153,378,102","$153,633,143",They didn't obey the rules,A young man inadvertently breaks three important rules concerning his new pet and unleashes a horde of malevolently mischievous monsters on a small town.,"https://m.media-amazon.com/images/M/MV5BZDVjN2FkYTQtNTBlOC00MjM5LTgzMWEtZWRlNGUyYmNiOTFiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0087469,movie,Indiana Jones and the Temple of Doom,Indiana Jones and the Temple of Doom,0,1984,,118.0,"Action,Adventure",Action,Adventure,,https://www.imdb.com/title/tt0087469,7.6,447099,57,USA,English,Color,"$28,000,000","$25,337,110,","$179,870,271","$333,107,271",The man in the hat is back...,"In 1935, Indiana Jones arrives in India, still part of the British Empire, and is asked to find a mystical stone. He then stumbles upon a secret cult committing enslavement and human sacrifices in the catacombs of an ancient palace.","https://m.media-amazon.com/images/M/MV5BMGI1NTk2ZWMtMmI0YS00Yzg0LTljMzgtZTg4YjkyY2E5Zjc0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0087538,movie,The Karate Kid,The Karate Kid,0,1984,,126.0,"Action,Drama,Family",Action,Drama,Family,https://www.imdb.com/title/tt0087538,7.3,187596,60,USA,English,Color,"$8,000,000","$5,031,753,","$91,077,276","$91,119,319",Only the 'Old One' could teach him the secrets of the masters.,A martial arts master agrees to teach karate to a bullied teenager.,"https://m.media-amazon.com/images/M/MV5BNTkzY2YzNmYtY2ViMS00MThiLWFlYTEtOWQ1OTBiOGEwMTdhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0087544,movie,Nausicaä of the Valley of the Wind,Kaze no tani no Naushika,0,1984,,117.0,"Adventure,Animation,Fantasy",Adventure,Animation,Fantasy,https://www.imdb.com/title/tt0087544,8.1,149615,86,Japan,Japanese,Color,"$1,000,000",,"$495,770","$8,736,506","...the future has never been so exciting! (""Warriors of the Wind"")",Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.,"https://m.media-amazon.com/images/M/MV5BZWFkN2ZhODAtYTNkZS00Y2NjLWIzNDYtNzJjNDNlMzAyNTIyXkEyXkFqcGdeQXVyODEzNjM5OTQ@._V1_UY268_CR3,0,182,268_AL_.jpg"
tt0087553,movie,The Killing Fields,The Killing Fields,0,1984,,141.0,"Biography,Drama,History",Biography,Drama,History,https://www.imdb.com/title/tt0087553,7.8,51382,76,UK,English,Color,"$14,400,000","$32,181,","$34,700,291","$34,700,291","Every so often, there is a film that is destined to be talked about and remembered for years to come.","A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians.","https://m.media-amazon.com/images/M/MV5BMGI0NzI5YjAtNTg0MS00NDA2LWE5ZWItODRmOTAxOTAxYjg2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0087597,movie,The Last Starfighter,The Last Starfighter,0,1984,,101.0,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,https://www.imdb.com/title/tt0087597,6.8,38246,67,USA,English,Color,"$15,000,000","$6,011,695,","$28,733,290","$28,733,290","In his wildest dreams, Alex never suspected that tonight he would become... the Last Starfighter.",Video game expert Alex Rogan finds himself transported to another planet after conquering The Last Starfighter video game only to find out it was just a test. He was recruited to join the team of best starfighters to defend their world from the attack.,"https://m.media-amazon.com/images/M/MV5BNjIzMWIzMmUtM2E0MC00OTExLWIzYzEtNWIzNzg3M2VjZmQ5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0087781,movie,The Natural,The Natural,0,1984,,138.0,"Drama,Sport",Drama,Sport,,https://www.imdb.com/title/tt0087781,7.5,43997,61,USA,English,Color,"$28,000,000","$5,088,381,","$47,951,979","$47,951,979",From an age of innocence comes a hero for today.,A middle-aged unknown comes seemingly out of nowhere to become a legendary baseball player with almost supernatural talent.,"https://m.media-amazon.com/images/M/MV5BZGU5NDU4ZTctYjE2YS00NTUxLWIzMTAtMTMxNTgxODAzNDI5XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0087800,movie,A Nightmare on Elm Street,A Nightmare on Elm Street,0,1984,,91.0,Horror,Horror,,,https://www.imdb.com/title/tt0087800,7.5,206191,76,USA,English,Color,"$1,800,000","$1,271,000,","$25,504,513","$25,507,137",Welcome to your nightmare.,The monstrous spirit of a slain child murderer seeks revenge by invading the dreams of teenagers whose parents were responsible for his untimely death.,"https://m.media-amazon.com/images/M/MV5BNzFjZmM1ODgtMDBkMS00NWFlLTg2YmUtZjc3ZTgxMjE1OTI2L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0087803,movie,1984,Nineteen Eighty-Four,0,1984,,113.0,"Drama,Sci-Fi",Drama,Sci-Fi,,https://www.imdb.com/title/tt0087803,7.1,66180,67,UK,English,Color,"GBP3,000,000","$29,897,","$8,430,492","$8,430,492",2+2=5,"In a totalitarian future society, a man, whose daily work is re-writing history, tries to rebel by falling in love.","https://m.media-amazon.com/images/M/MV5BMWFkNzIzNDUtNWI1Mi00ODA2LTgyMTMtYTZiYWMxMDFlNmNhL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0087843,movie,Once Upon a Time in America,Once Upon a Time in America,0,1984,,229.0,"Crime,Drama",Crime,Drama,,https://www.imdb.com/title/tt0087843,8.4,309244,,Italy,English,Color,"$30,000,000","$2,412,014,","$5,321,508","$5,472,914","As boys, they made a pact to share their fortunes, their loves, their lives. As men, they shared a dream to rise from poverty to power. Forging an empire built on greed, violence and betrayal, their dream would end as a mystery that refused to die.","A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.","https://m.media-amazon.com/images/M/MV5BMGFkNWI4MTMtNGQ0OC00MWVmLTk3MTktOGYxN2Y2YWVkZWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg"
